ST	porB	tbpB
6637	3963	27
6638	3964	110
6639	3965	186
6640	3966	110
6641	3967	4
6642	3968	95
6643	3969	110
6644	3664	16
6645	3675	16
6646	30	1289
6647	3362	1290
6648	3970	136
6649	3971	330
6650	161	330
6651	3972	113
6652	3973	241
6653	3974	110
6655	3975	21
6656	3976	29
6659	3979	4
6660	908	1291
6661	2625	110
6662	3980	241
6663	3981	241
6664	3982	110
6665	3841	1292
6666	1274	110
6667	3983	21
6669	3985	21
6670	3519	1293
6671	3986	21
6672	1715	110
6673	2813	687
6674	3536	340
6677	567	1251
6678	3988	566
6679	3989	1300
6680	3990	186
6681	3991	470
6683	1900	29
6684	3992	738
6685	2684	186
6686	164	367
6687	3993	98
6688	667	1302
6689	3994	33
6690	3995	137
6691	3996	33
6692	3997	6
6693	1824	156
6694	3998	29
6695	3999	49
6696	997	60
6697	91	773
6698	465	4
6699	55	16
6700	4000	4
6701	4001	27
6702	3508	1202
6703	3509	612
6704	406	1158
6705	3510	21
6706	251	1254
6707	1798	1204
6708	3563	623
6709	3343	268
6710	683	1304
6711	1678	33
6712	1582	4
6713	4005	137
6714	4006	278
6715	251	1103
6716	3629	186
6717	997	208
6718	4008	10
6719	4009	110
6720	1489	32
6721	4010	25
6722	4011	25
6723	4012	1305
6724	4013	2
6725	4014	25
6726	175	29
6727	3891	29
6728	3952	29
6729	1059	29
6730	3905	29
6731	3944	29
6732	30	1163
6733	4015	137
6734	4016	33
6735	4017	110
6736	232	49
6737	121	1221
6738	3535	165
6739	91	1298
6740	251	965
6741	2811	21
6742	2913	21
6743	1828	1299
6744	4018	1306
6745	124	948
6746	90	1210
6747	430	24
6748	485	129
6749	15	743
6750	1706	76
6751	962	334
6752	574	1133
6753	4049	10
6754	4043	10
6755	4063	241
6756	4050	241
6757	4062	35
6758	4052	27
6759	4057	241
6760	4058	110
6761	4056	241
6762	4	1307
6763	4068	241
6764	4066	21
6765	2078	29
6766	4066	241
6767	4059	241
6768	4051	110
6769	4061	241
6770	467	1307
6771	4028	241
6772	4053	27
6773	4054	276
6774	4055	4
6775	4059	10
6776	4060	241
6777	4064	10
6778	4065	10
6779	4067	241
6780	4069	110
6781	4070	241
6782	1589	21
6783	4042	110
6784	90	1308
6785	2103	1307
6786	3984	10
6787	4020	110
6788	4021	27
6789	4022	10
6790	4023	21
6791	4024	24
6792	4025	241
6793	4026	110
6794	4027	29
6795	4030	10
6796	4031	110
6797	4032	10
6798	4033	110
6799	4034	21
6800	4035	110
6801	4036	10
6802	4037	241
6803	4038	241
6804	4039	10
6805	4040	10
6806	4041	241
6807	4044	27
6808	4045	110
6809	4046	10
6810	4047	521
6811	4048	241
6812	4071	29
6813	4072	110
6814	4073	121
6815	4074	92
6816	1903	1309
6817	516	1310
6818	3068	4
6819	4075	27
6820	4076	899
6821	3623	136
6822	4077	1096
6823	1053	1311
6824	1053	677
6825	4078	738
6826	4079	10
6827	4080	110
6828	4081	137
6829	4082	1312
6830	91	612
6831	61	29
6832	4083	4
6833	1059	110
6834	4084	110
6835	4085	29
6836	4086	107
6837	7	1314
6838	4087	10
6839	4088	29
6840	4089	4
6841	1284	32
6842	1465	4
6843	4090	1316
6844	3647	616
6845	2813	1317
6846	883	1319
6847	883	49
6848	3647	612
6849	4093	241
6850	1938	612
6851	123	1324
6852	4113	29
6853	4114	29
6854	4091	33
6855	4115	29
6856	4116	110
6857	4118	10
6858	90	956
6859	316	1327
6860	206	1328
6861	4094	324
6862	4095	29
6863	2280	1329
6864	4096	1330
6865	407	1331
6866	2354	4
6867	1489	1333
6868	4119	29
6869	4120	98
6870	4121	10
6871	406	939
6872	251	167
6873	1845	712
6874	123	1326
6875	454	563
6876	4101	1330
6877	4097	4
6878	4098	349
6879	4099	349
6880	262	1332
6881	263	583
6882	4	28
6883	4100	294
6884	702	355
6885	4103	33
6886	4104	1334
6887	4105	736
6888	4106	349
6889	4107	110
6890	1582	28
6891	4108	1330
6892	4109	23
6893	242	28
6894	4110	33
6895	4111	21
6896	4112	27
6897	697	98
6898	193	27
6899	4117	110
6900	908	1168
6901	4007	1103
6902	3740	137
6903	908	32
6904	4122	110
6905	3737	29
6906	3739	110
6907	59	22
6908	1447	1335
6909	206	1336
6911	4126	10
6912	279	263
6913	2573	32
6914	4132	110
6915	4133	110
6916	1447	110
6917	4134	1313
6918	4135	1062
6919	4136	25
6920	4137	43
6921	4019	27
6922	2777	49
6923	4139	5
6924	123	1325
6925	4123	110
6926	4124	372
6927	4128	21
6928	4129	4
6929	4130	137
6930	4131	33
6931	851	1007
6932	1050	334
6933	103	1341
6934	4138	1342
6935	4140	278
6936	4141	25
6937	4104	1329
6938	407	1343
6939	4101	1334
6940	4143	29
6941	4144	186
6942	4145	1330
6943	4146	1344
6944	4147	1329
6945	147	1345
6946	4148	29
6947	4146	1329
6948	161	1346
6949	4149	1329
6950	4150	1341
6951	4151	118
6952	908	118
6953	4152	321
6954	2312	1347
6955	4153	29
6956	488	1348
6957	4154	137
6958	997	1349
6959	4155	4
6960	4156	110
6961	4157	137
6962	4158	1003
6963	1808	1350
6964	4159	118
6965	4160	137
6966	247	10
6967	4161	27
6968	4162	1189
6969	4163	110
6970	4164	110
6971	4165	110
6972	4166	27
6973	4167	110
6974	908	137
6975	4168	10
6976	997	1351
6977	4169	110
6978	4170	110
6979	4171	110
6980	4172	29
6981	1050	563
6982	4173	118
6983	4191	71
6984	4192	33
6985	4193	294
6986	4194	21
6987	4195	1308
6988	4196	870
6989	4197	1357
6990	4198	1358
6991	4199	135
6992	1042	1356
6993	4200	1359
6994	4183	29
6995	4201	1003
6996	4202	110
6997	4203	137
6998	4204	1360
6999	4205	118
7000	4205	110
7001	4206	110
7002	4207	10
7003	4208	113
7004	4209	110
7005	4210	4
7006	2505	29
7007	4211	241
7008	4212	278
7009	4213	10
7010	4214	241
7011	4215	276
7012	1733	110
7013	4216	1361
7014	4217	1361
7015	206	1362
7016	4218	10
7017	2542	353
7018	583	29
7019	2043	29
7020	4220	29
7021	4219	241
7022	4221	113
7023	4222	21
7024	4223	29
7025	4224	10
7026	4242	29
7027	4243	113
7028	4225	110
7029	1972	4
7030	4226	21
7031	4244	241
7032	206	1363
7033	2505	110
7034	4227	10
7035	4228	10
7036	4229	10
7037	4230	241
7038	4231	241
7039	2481	873
7040	4232	241
7041	4233	10
7042	4234	241
7043	4235	1364
7044	4236	10
7045	4237	110
7046	4238	10
7047	4239	241
7048	4240	1365
7049	4241	10
7050	4245	110
7051	4246	1366
7053	4246	1003
7054	4248	110
7055	4249	1003
7056	4250	21
7057	4251	4
7058	4252	1367
7059	4151	10
7060	4253	27
7061	4254	4
7062	4255	1106
7063	50	1368
7064	4256	629
7066	1445	483
7067	4025	33
7068	581	811
7069	3989	21
7070	4258	234
7071	4260	563
7072	4259	10
7073	2175	1314
7074	4261	110
7075	4262	1369
7076	4004	156
7077	1248	156
7078	256	75
7079	1289	33
7080	391	135
7081	2184	33
7082	1123	29
7083	1304	119
7084	555	908
7085	4174	156
7086	90	545
7087	1273	857
7088	4175	444
7089	4176	135
7090	1132	110
7091	2978	1352
7092	4177	33
7093	4178	137
7094	4179	446
7095	90	1353
7096	4180	33
7097	4181	1354
7098	4182	33
7099	4184	75
7100	10	1165
7101	609	367
7102	4185	1355
7103	4186	186
7104	90	1355
7105	4187	1356
7106	1123	446
7107	4186	33
7108	2103	1308
7109	4188	33
7110	4189	186
7111	4190	759
7112	1232	367
7113	4265	1338
7114	2674	1339
7115	4263	2
7116	4264	25
7117	206	76
7118	265	454
7119	265	1337
7120	4011	1340
7121	4127	110
7122	4276	32
7123	4277	29
7124	4278	1370
7125	4142	26
7126	147	349
7127	4267	33
7128	123	1007
7129	4268	19
7130	90	1371
7131	4269	137
7132	4270	129
7133	130	75
7134	4271	386
7135	4272	1372
7137	4274	1329
7138	4275	1373
7139	1498	137
7140	1132	597
7141	1706	234
7142	866	29
7143	686	865
7144	866	107
7145	182	137
7146	1132	107
7147	90	949
7148	182	234
7149	1582	865
7150	1145	33
7151	2261	4
7152	1582	949
7153	242	156
7154	3099	156
7155	3522	29
7156	4279	29
7157	2	1374
7158	2899	86
7159	1245	18
7160	4280	49
7161	4281	1375
7162	4282	110
7163	4283	208
7164	4287	29
7165	4288	29
7166	4289	29
7167	4296	33
7168	4284	1376
7169	4285	294
7170	488	1377
7171	4286	28
7172	14	74
7173	4290	903
7174	4291	135
7175	4292	35
7176	4293	33
7177	402	58
7178	4294	6
7179	4112	1284
7180	4295	108
7181	4098	1329
7182	4297	33
7183	812	1378
7184	4298	21
7185	997	1379
7186	4299	98
7187	4300	110
7188	103	835
7189	4301	1178
7190	4302	1334
7191	4303	110
7193	4305	145
7194	4306	241
7195	4307	29
7196	596	70
7197	14	137
7198	4308	110
7199	4309	29
7200	7	986
7201	1914	15
7202	921	1380
7203	3347	1381
7204	4304	29
7205	4310	4
7206	4311	29
7207	4101	1382
7208	3652	92
7209	4101	1329
7210	289	19
7211	4312	1329
7212	4101	29
7213	4313	29
7214	3997	137
7215	4314	186
7216	4315	738
7217	301	1383
7218	3479	1384
7219	4319	334
7220	1903	1190
7221	4320	563
7222	3383	1387
7223	1143	4
7224	4325	29
7225	565	32
7226	4321	110
7227	4324	110
7228	65	1103
7229	1135	1091
7230	1417	1103
7231	1914	1389
7233	4322	1000
7234	4323	39
7235	908	1180
7236	65	118
7237	851	21
7238	922	1390
7239	4326	110
7240	4327	110
7241	4328	110
7242	4329	110
7243	147	208
7244	1294	29
7245	4330	110
7246	1534	1391
7247	4331	137
7248	1808	1365
7249	4332	29
7250	526	29
7251	4333	29
7252	4334	96
7253	167	4
7254	4347	110
7255	4350	29
7256	4351	29
7257	4342	293
7258	4343	135
7259	2	1392
7260	4344	39
7261	4346	16
7262	4335	1393
7263	4263	1394
7264	4337	1332
7265	4338	33
7266	4339	29
7267	4101	1395
7268	4340	18
7269	2764	33
7270	4341	1329
7271	4354	29
7272	4355	137
7273	4356	4
7274	4357	4
7275	4358	1260
7276	4359	75
7277	1674	321
7278	4360	6
7279	4361	4
7280	242	279
7281	4362	4
7282	4364	189
7283	738	1396
7284	4364	6
7285	4366	4
7286	90	961
7287	4367	6
7288	139	189
7289	1259	33
7290	2613	35
7291	4368	629
7292	738	29
7293	1640	6
7294	1640	4
7295	91	1397
7296	4369	32
7297	4370	74
7299	4387	21
7301	23	4
7302	4373	21
7305	4376	21
7312	4383	1398
7314	4385	1399
7315	4386	455
7316	4388	871
7317	4403	241
7318	4404	29
7319	4405	119
7320	4406	119
7321	3989	278
7322	4407	278
7323	4408	241
7324	4409	241
7325	389	33
7326	4409	156
7327	4410	10
7328	4403	110
7329	4411	529
7330	4412	10
7331	822	241
7332	3755	27
7333	1059	1403
7334	1397	110
7335	4389	129
7336	4101	1284
7337	4390	33
7338	3402	129
7339	4391	272
7340	591	4
7341	4392	1404
7342	4393	5
7343	4394	1330
7344	4395	399
7345	4396	563
7346	402	60
7347	4397	29
7348	4398	21
7349	4399	1405
7350	2759	92
7351	4400	1331
7352	4099	1331
7353	2656	29
7354	4401	33
7356	4413	110
7357	4414	10
7358	4415	110
7359	4416	10
7360	4417	21
7361	2468	1402
7362	4418	10
7363	4419	241
7364	4420	4
7365	4421	27
7366	4422	3
7367	4423	1401
7368	4424	241
7369	4425	241
7370	4426	110
7371	4427	27
7372	2476	241
7373	4428	27
7374	4429	10
7375	90	1400
7376	4430	10
7377	4431	10
7378	3003	21
7379	4432	21
7380	4433	10
7381	4435	27
7382	4436	10
7383	4437	241
7384	4438	1307
7385	4439	1307
7386	396	16
7387	4349	110
7388	4348	29
7389	4445	24
7390	1	1406
7391	4345	110
7392	4451	29
7393	4431	110
7394	4029	110
7395	4434	110
7397	4453	10
7398	4454	110
7399	4455	241
7400	4456	241
7401	4054	1407
7402	4457	10
7403	4458	10
7404	4459	10
7405	4460	10
7406	147	1408
7407	4441	295
7408	90	1409
7409	3409	29
7410	4101	1410
7411	4442	953
7412	2425	1411
7413	4443	349
7414	4444	1412
7415	4446	29
7416	4447	21
7417	4448	98
7418	4449	98
7419	316	27
7420	4461	110
7421	4389	165
7422	106	21
7423	4462	29
7424	2786	118
7425	2788	1194
7426	4463	174
7427	37	963
7428	4464	4
7429	1257	4
7430	4465	4
7431	4466	585
7432	4467	4
7433	4468	32
7434	4469	189
7435	4470	4
7436	2037	963
7437	4440	563
7438	4496	33
7439	4499	3
7440	28	33
7441	4497	4
7442	4498	3
7443	4500	25
7444	4501	4
7445	28	24
7446	4503	35
7447	28	28
7448	705	33
7449	4505	4
7450	803	27
7451	4507	27
7452	4508	4
7453	878	124
7454	554	29
7455	4509	25
7456	4510	28
7457	50	35
7458	126	25
7459	343	4
7460	542	32
7461	803	76
7462	2735	25
7463	1586	29
7464	1895	28
7465	4513	25
7466	4515	894
7467	19	281
7468	19	27
7469	1135	4
7470	603	782
7471	908	386
7472	1895	894
7473	4516	25
7474	4517	281
7475	14	135
7476	232	1414
7477	37	1415
7478	37	1416
7479	242	1417
7480	4518	118
7481	4519	6
7482	4519	27
7483	4462	1418
7484	1515	1419
7485	4520	27
7486	383	1420
7487	26	131
7488	4521	174
7489	4522	24
7490	3865	10
7491	1743	21
7492	917	21
7493	2481	241
7494	917	241
7495	3841	29
7496	4471	4
7497	4495	32
7498	4472	1413
7499	4473	1413
7500	4474	21
7501	4475	110
7502	4476	21
7503	4477	10
7504	4478	267
7505	4480	5
7506	4481	21
7507	4482	241
7508	4483	33
7509	4484	21
7510	4486	21
7511	4485	5
7512	4487	110
7513	4488	10
7514	4488	21
7515	4489	10
7516	3947	33
7517	4490	21
7518	4491	26
7519	4492	33
7520	4493	21
7521	4494	1180
7522	3890	110
7523	3935	120
7524	3935	110
7525	3940	110
7526	4523	241
7527	1781	529
7528	916	10
7529	2468	10
7530	4526	10
7531	4527	241
7532	4423	25
7533	4525	110
7534	4528	27
7535	59	1422
7536	4502	1423
7537	4506	4
7538	14	1424
7539	14	1425
7540	59	1426
7541	59	1427
7542	455	1428
7543	4	1422
7544	4504	1422
7545	4504	4
7546	14	1422
7547	4529	33
7548	4530	21
7549	2	1421
7550	4531	1161
7551	1259	168
7552	1199	470
7553	4532	10
7554	4539	10
7555	1053	29
7556	3099	4
7557	4541	110
7558	4542	110
7559	4543	21
7560	4544	110
7561	4340	81
7562	4340	1429
7563	454	1057
7564	4546	18
7565	4547	1430
7566	1900	1431
7567	4548	110
7568	4549	28
7569	4551	4
7570	1808	743
7571	2763	29
7572	4550	743
7573	300	29
7574	908	563
7575	4552	208
7576	1388	29
7577	30	1432
7578	4553	24
7579	2805	25
7580	2836	182
7581	4162	620
7582	4554	58
7583	4555	4
7584	4556	1433
7585	4557	29
7586	4558	5
7587	4559	33
7588	4560	29
7589	4545	1057
7590	4561	29
7591	4562	4
7592	1142	29
7593	1615	743
7594	586	3
7595	4563	454
7596	1142	9
7597	4564	4
7598	4565	1434
7599	4566	33
7600	209	743
7601	4567	782
7602	4568	29
7603	19	224
7604	4569	367
7605	4570	27
7606	4574	894
7607	4572	33
7608	3684	29
7609	4573	892
7610	2708	208
7611	4574	4
7612	4575	743
7613	4576	29
7614	4553	208
7615	4577	28
7616	4578	29
7617	4579	29
7618	4580	33
7619	4581	27
7620	4582	33
7621	289	27
7622	4583	29
7623	4584	25
7624	4585	35
7625	4586	29
7626	289	47
7627	4587	29
7628	3068	263
7629	1142	1435
7630	4588	35
7631	260	208
7632	4589	29
7633	4590	1436
7634	28	263
7635	4591	29
7636	4592	29
7637	4593	29
7638	536	894
7639	3408	27
7640	908	1437
7641	4594	26
7642	4595	33
7643	4596	495
7644	4597	21
7645	4598	110
7646	4545	18
7647	4599	110
7648	4533	1440
7649	4600	6
7650	4601	29
7651	263	29
7652	343	85
7653	4602	10
7654	1808	86
7655	4603	29
7656	4604	1441
7657	4534	1329
7658	123	197
7659	4099	1406
7660	4536	197
7661	4537	1334
7662	4538	29
7663	4104	1343
7664	147	1443
7665	147	1329
7666	4394	1439
7667	4540	869
7668	4605	4
7669	4606	29
7671	4101	1438
7672	4608	349
7673	4609	334
7674	2777	29
7675	4610	951
7676	1222	6
7677	4611	1178
7678	4101	1442
7679	4450	186
7680	103	1444
7681	4615	29
7682	4616	316
7683	4617	21
7684	4618	21
7685	4619	33
7686	4620	21
7687	90	620
7688	23	21
7689	1146	21
7690	4383	33
7691	4621	294
7692	4622	33
7693	4623	455
7694	30	208
7695	3263	743
7696	39	1445
7697	4624	1446
7698	4625	29
7699	4626	197
7700	4627	372
7701	4628	1330
7702	1222	356
7703	124	1447
7704	103	1448
7705	4101	349
7706	4536	1449
7707	4536	29
7708	4631	1450
7709	697	835
7710	4632	4
7711	4633	1332
7712	4634	1440
7713	407	1334
7714	4635	110
7715	997	1105
7716	4636	33
7717	4637	29
7718	4637	1002
7719	4638	865
7720	182	1452
7721	4638	1453
7722	4640	4
7723	4654	1452
7724	4645	949
7725	4637	107
7726	1991	1451
7727	4643	1452
7728	4641	29
7729	4642	234
7730	1275	1452
7731	4643	597
7732	953	1454
7733	4646	33
7734	4644	4
7735	251	1451
7736	4638	107
7737	4648	156
7738	4648	33
7739	90	1453
7740	4650	33
7741	4637	156
7742	4639	33
7743	4649	446
7744	4651	234
7745	4647	234
7746	4641	156
7747	4652	33
7748	4653	29
7749	4655	29
7750	4656	1455
7751	4657	1456
7752	4658	29
7753	4659	4
7754	2941	430
7755	4660	29
7756	4661	1334
7757	4662	1098
7758	4663	29
7759	4664	349
7760	581	1457
7761	4665	186
7762	4667	49
7763	4668	33
7764	3048	125
7765	4104	29
7766	4669	1458
7767	407	1284
7768	4670	1178
7769	4671	1459
7770	4672	1460
7771	4673	29
7772	4666	1461
7773	4679	29
7774	1403	1462
7775	3114	294
7776	1775	29
7777	2415	149
7778	4149	1463
7779	96	1464
7780	85	39
7781	4674	24
7782	54	149
7783	4675	137
7784	4676	33
7785	4677	60
7786	4678	33
7787	4680	110
7788	741	563
7789	4681	110
7790	4682	29
7791	4683	10
7792	4684	10
7793	4685	10
7794	4686	156
7795	1534	1465
7796	407	1466
7797	4687	2
7798	4688	98
7799	4112	1460
7800	61	1467
7801	4689	1329
7802	997	1468
7803	161	349
7804	1294	137
7805	4270	66
7806	4035	10
7807	147	1469
7808	4313	1329
7809	4690	241
7810	4691	29
7811	4692	29
7812	4101	1344
7813	4693	61
7814	4392	1440
7815	14	28
7816	4612	1329
7817	4613	1329
7818	103	350
7819	4614	1332
7820	95	349
7821	1457	4
7822	787	33
7823	263	1470
7824	4694	110
7825	4695	49
7826	4352	16
7827	3131	60
7828	4353	110
7829	2649	1166
7830	2654	110
7831	279	29
7832	4724	29
7833	4696	75
7834	3	825
7835	4300	1185
7836	4316	1385
7837	315	1386
7838	4317	156
7839	4318	484
7840	301	1471
7841	4697	75
7842	4698	129
7843	206	234
7844	4699	33
7845	4700	33
7846	1193	752
7847	4701	156
7848	997	33
7849	908	1472
7850	4702	29
7851	223	10
7852	4703	597
7853	4704	156
7854	4705	186
7855	4706	98
7856	182	1473
7857	3479	1474
7858	4708	186
7859	4709	484
7860	3027	825
7861	4710	98
7862	4711	29
7863	4712	825
7864	4713	186
7865	4714	33
7866	1585	1302
7867	4715	953
7868	4716	33
7869	4717	137
7870	256	287
7871	1198	4
7872	4718	137
7873	3457	29
7874	4719	33
7875	908	186
7876	4720	75
7877	4130	33
7878	4722	186
7879	1854	484
7880	4723	484
7881	4182	870
7882	182	330
7886	2411	33
7887	1706	33
7888	2396	586
7892	2413	330
7894	1146	33
7896	206	330
7897	918	665
7898	2192	33
7900	2404	495
7902	1643	92
7903	488	66
7905	2411	812
7907	1610	200
7908	161	72
7909	826	33
7910	2403	445
7911	10	330
7914	2405	21
7915	1002	455
7916	1854	62
7921	2403	455
7922	90	70
7923	315	455
7924	23	455
7925	104	330
7926	743	21
7927	609	455
7928	1049	21
7929	1992	33
7930	995	214
7931	1131	33
7932	2096	4
7933	2139	4
7934	2053	129
7935	147	455
7936	369	33
7937	428	455
7938	2700	19
7939	4725	137
7941	4726	495
7942	2661	60
7943	4727	110
7944	4728	49
7945	4729	110
7946	4753	29
7947	2835	35
7948	2960	894
7949	4754	16
7950	90	263
7951	4755	929
7952	161	1476
7953	2700	782
7954	4756	743
7955	3104	1475
7956	4546	1434
7957	4730	4
7958	2600	29
7959	4731	29
7960	262	24
7961	3	263
7962	865	16
7963	4757	29
7964	4734	171
7965	4735	5
7966	4736	33
7967	4737	29
7968	4738	35
7969	4740	33
7970	4742	620
7971	4743	33
7972	4744	25
7973	3003	29
7974	4741	563
7975	4739	29
7976	1808	1478
7977	4746	33
7978	4748	24
7979	4749	29
7980	260	1478
7981	4750	1105
7982	4751	894
7983	4759	16
7985	4760	563
7986	4700	4
7987	2329	135
7988	4761	563
7989	4762	137
7990	4763	27
7991	4764	29
7992	4765	16
7993	4766	29
7994	4767	29
7995	15	29
7996	4768	25
7997	4769	349
7998	4770	29
7999	4771	1330
8000	1291	96
8001	1403	92
8002	4774	21
8003	4656	1334
8004	4101	1480
8005	4775	1166
8006	1050	21
8007	4776	16
8008	4777	18
8009	4	39
8010	279	110
8011	760	110
8012	224	135
8013	2654	137
8014	185	316
8015	4778	29
8016	28	137
8017	4779	29
8018	820	92
8019	4780	70
8020	4781	918
8021	4689	1330
8022	4782	1481
8023	4631	1482
8024	912	263
8025	4783	33
8026	402	884
8027	4784	66
8028	4785	21
8029	39	110
8030	4786	563
8031	4787	4
8032	4669	110
8033	4788	4
8034	4789	4
8035	4790	29
8036	4791	110
8037	4792	1483
8038	4112	835
8039	4793	1161
8040	4794	136
8041	2125	21
8042	4795	33
8043	206	455
8044	3	21
8045	4796	4
8046	4797	21
8047	4798	1484
8048	4799	21
8049	4800	1485
8050	4700	21
8051	543	512
8052	4801	21
8053	1389	29
8054	2923	1486
8055	4802	1334
8056	4803	29
8057	407	1487
8058	90	884
8059	4803	33
8060	4805	137
8061	4806	29
8062	4807	1178
8063	147	29
8064	2811	1488
8065	96	1178
8066	4533	1329
8067	1222	1478
8068	96	1488
8069	95	879
8070	1403	1489
8071	4808	26
8072	4809	334
8073	407	1447
8074	4810	21
8075	4811	10
8076	4812	1490
8077	4813	10
8078	2019	1237
8079	4490	10
8080	4814	10
8081	4815	10
8082	4816	1491
8083	4817	135
8084	4	181
8085	2	63
8086	2	1492
8087	4818	29
8088	448	76
8089	4820	21
8090	4821	29
8091	4822	4
8092	4823	4
8093	4824	29
8094	4825	110
8095	4826	110
8096	4827	110
8097	3190	29
8098	2001	175
8099	1573	118
8100	549	6
8101	1383	291
8102	242	732
8103	242	738
8104	301	118
8105	251	118
8106	266	144
8107	4471	189
8108	1643	189
8109	3225	118
8110	4828	16
8111	908	970
8112	4830	227
8113	4831	898
8114	1164	39
8115	3942	563
8116	123	1493
8117	4832	33
8118	61	824
8119	4833	4
8120	4834	33
8121	488	1494
8122	90	1495
8123	201	1496
8124	4835	32
8125	4836	135
8126	908	6
8127	1028	29
8128	4819	39
8129	4838	110
8130	581	276
8131	581	278
8132	175	10
8133	4839	110
8134	2147	26
8135	2426	563
8136	4840	1058
8137	4841	1058
8138	700	324
8140	4843	10
8141	4844	10
8142	4852	26
8143	4855	27
8144	4856	33
8145	65	27
8146	4845	60
8147	4837	1500
8148	4863	27
8149	4850	39
8150	1386	16
8151	4851	33
8152	4853	39
8153	4854	563
8154	1808	1501
8155	4887	21
8156	4888	33
8157	3189	39
8158	26	1118
8159	4891	21
8160	4892	563
8161	4893	328
8162	4894	328
8163	2730	455
8164	4895	33
8165	4896	862
8166	4897	60
8167	4898	21
8168	899	186
8169	4899	156
8170	4900	10
8171	4901	10
8172	4902	4
8173	4903	98
8174	3989	98
8175	4904	29
8176	4905	29
8177	4906	29
8178	601	1332
8179	4672	1331
8180	4907	1334
8181	4872	33
8182	4908	1175
8183	4536	349
8184	4150	21
8185	4909	1507
8186	4910	1329
8187	4911	267
8188	555	29
8189	4912	29
8190	4913	27
8191	4846	16
8192	4849	49
8193	4917	21
8194	4918	110
8195	4101	1509
8196	4919	25
8197	4920	129
8198	4921	1510
8199	4922	1511
8200	723	441
8201	4923	1334
8202	4924	25
8203	2161	980
8204	4926	135
8205	4927	137
8206	4929	137
8207	4928	4
8208	4925	110
8209	908	1513
8210	147	1512
8211	2190	165
8212	1940	810
8213	4546	1057
8214	4930	1150
8215	4932	281
8216	4979	110
8217	2678	1528
8218	4980	316
8219	4981	6
8220	4982	234
8221	4983	29
8222	4984	24
8223	4948	281
8224	4950	894
8225	4933	16
8226	4934	4
8227	4935	24
8228	4546	782
8229	4963	18
8230	4940	18
8231	4936	16
8232	4011	28
8233	4931	281
8234	4941	18
8235	2707	1061
8236	4942	281
8237	195	1514
8238	289	782
8239	554	4
8240	4943	25
8241	4953	29
8242	4940	16
8243	4944	16
8244	4551	25
8245	4945	29
8246	4947	35
8247	59	28
8248	18	35
8249	4969	76
8250	395	76
8251	4971	18
8252	4954	18
8253	14	1516
8254	19	1516
8255	4955	35
8256	2233	1516
8257	1577	5
8258	14	1514
8259	19	1514
8260	356	124
8261	119	5
8262	4931	5
8263	4934	3
8264	28	5
8265	4939	5
8266	4943	1521
8267	4956	18
8268	4957	1057
8269	4958	27
8270	119	1022
8271	4941	1519
8272	4959	1516
8273	4961	27
8274	4962	35
8275	61	182
8276	4964	1522
8277	3202	1150
8278	14	1515
8279	371	25
8280	4965	35
8281	4967	18
8282	684	4
8283	4966	1057
8284	2209	1524
8285	289	1525
8286	119	1526
8287	4972	124
8288	4973	137
8289	4974	29
